Title,Comapny,Date,Link,Industry,Occupation,Type
Senior Client Service Manager - TELUS Health,TELUS,11/3/2020,https://ca.linkedin.com/jobs/view/senior-client-service-manager-telus-health-at-telus-2239712348?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=13&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
INSURANCE DEFENCE LAWYER,Allstate Canada,11/18/2020,https://ca.linkedin.com/jobs/view/insurance-defence-lawyer-at-allstate-canada-2286370924?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=14&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Sr Professional, Project Management",CoreLogic,11/12/2020,https://ca.linkedin.com/jobs/view/sr-professional-project-management-at-corelogic-2291655163?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=15&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Senior Accountant,Arch Insurance Group Inc.,11/17/2020,https://ca.linkedin.com/jobs/view/senior-accountant-at-arch-insurance-group-inc-2188768381?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=16&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Bilingual Claims Service Representative (Overnight),ClaimsPro Inc.,11/4/2020,https://ca.linkedin.com/jobs/view/bilingual-claims-service-representative-overnight-at-claimspro-inc-2276000413?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=17&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Claims Analyst III,AIG,11/11/2020,https://ca.linkedin.com/jobs/view/claims-analyst-iii-at-aig-2319939405?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Client Manager, Business Insurance",NFP,11/27/2020,https://ca.linkedin.com/jobs/view/client-manager-business-insurance-at-nfp-2308345608?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=19&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
AZ Delivery Driver for Local Runs in Ontario - $23 - $25 an hour Toronto,K Trucklines Inc,11/24/2020,https://ca.linkedin.com/jobs/view/az-delivery-driver-for-local-runs-in-ontario-%2423-%2425-an-hour-toronto-at-k-trucklines-inc-2320603689?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=20&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Sr. Underwriter, Energy",AIG,11/4/2020,https://ca.linkedin.com/jobs/view/sr-underwriter-energy-at-aig-2300115132?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=21&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"VP, Liability Claims",Zurich Insurance Company Ltd,11/23/2020,https://ca.linkedin.com/jobs/view/vp-liability-claims-at-zurich-insurance-company-ltd-2204991266?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=22&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
EHS Specialist ,Randstad Canada,11/21/2020,https://ca.linkedin.com/jobs/view/ehs-specialist-at-randstad-canada-2317418745?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=23&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Bilingual Client Care Specialist,Bayshore HealthCare,11/27/2020,https://ca.linkedin.com/jobs/view/bilingual-client-care-specialist-at-bayshore-healthcare-2323767206?refId=459427f5-d47a-4907-a23f-d57fed279db1&position=24&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Director, Payor Management",Shoppers Drug Mart,11/23/2020,https://ca.linkedin.com/jobs/view/director-payor-management-at-shoppers-drug-mart-2298663278?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=1&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Client Relationship Manager,iA Financial Group (Industrial Alliance),11/22/2020,https://ca.linkedin.com/jobs/view/client-relationship-manager-at-ia-financial-group-industrial-alliance-2207103366?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=2&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Director, Commercial Insurance-Property & Casualty",Wawanesa Insurance,11/9/2020,https://ca.linkedin.com/jobs/view/director-commercial-insurance-property-casualty-at-wawanesa-insurance-2294996537?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=3&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Human Resources Business Partner,Kinark Child and Family Services,11/19/2020,https://ca.linkedin.com/jobs/view/human-resources-business-partner-at-kinark-child-and-family-services-2315351460?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Facilities Manager,Cushman & Wakefield,11/20/2020,https://ca.linkedin.com/jobs/view/facilities-manager-at-cushman-wakefield-1989796551?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=5&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Sr. Financial Analyst,"Toys""R""Us Canada",11/3/2020,https://ca.linkedin.com/jobs/view/sr-financial-analyst-at-toys-r-us-canada-2234551766?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Project Manager,Marsh,11/24/2020,https://ca.linkedin.com/jobs/view/project-manager-at-marsh-2320171496?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=7&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Manager, Business Development","XPO Logistics, Inc.",11/21/2020,https://ca.linkedin.com/jobs/view/manager-business-development-at-xpo-logistics-inc-2198771365?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=8&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Business Analyst - Data Analytics & Reporting Solutions - Express Scripts Canada,Cigna,11/6/2020,https://ca.linkedin.com/jobs/view/business-analyst-data-analytics-reporting-solutions-express-scripts-canada-at-cigna-2251585422?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=9&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Sourcing Partner,Economical Insurance,11/26/2020,https://ca.linkedin.com/jobs/view/sourcing-partner-at-economical-insurance-2307273883?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=10&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Senior Bilingual Underwriting Consultant,BMO Financial Group,11/12/2020,https://ca.linkedin.com/jobs/view/senior-bilingual-underwriting-consultant-at-bmo-financial-group-2272659712?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=11&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"(CAN) Senior Analyst, Disability Accommodation",Walmart Canada,11/24/2020,https://ca.linkedin.com/jobs/view/can-senior-analyst-disability-accommodation-at-walmart-canada-2211946771?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=12&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Independent Exclusive Agent Opportunity,Desjardins,11/22/2020,https://ca.linkedin.com/jobs/view/independent-exclusive-agent-opportunity-at-desjardins-2227819096?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=13&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Sales Executive - Aya Payments,Anthemis Talent,11/25/2020,https://ca.linkedin.com/jobs/view/sales-executive-aya-payments-at-anthemis-talent-2304983996?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=14&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Technical Support Manager - Mississauga, Canada",Guidewire Software,11/26/2020,https://ca.linkedin.com/jobs/view/technical-support-manager-mississauga-canada-at-guidewire-software-2322513625?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=15&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Intermediate Underwriter, Commercial Lines",Echelon Insurance,11/20/2020,https://ca.linkedin.com/jobs/view/intermediate-underwriter-commercial-lines-at-echelon-insurance-2316688926?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=16&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Mergers and Acquisitions Due Diligence Specialist (Property and Casualty Insurance),HUB International,11/3/2020,https://ca.linkedin.com/jobs/view/mergers-and-acquisitions-due-diligence-specialist-property-and-casualty-insurance-at-hub-international-2234251710?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=17&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
CMS Adjuster,RSA Canada,11/25/2020,https://ca.linkedin.com/jobs/view/cms-adjuster-at-rsa-canada-2303386508?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=18&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
CAN - IT - Bus Systems Analyst IV,TekStaff IT Solutions,11/13/2020,https://ca.linkedin.com/jobs/view/can-it-bus-systems-analyst-iv-at-tekstaff-it-solutions-2307938137?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=19&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
HESS Manager,KIK Custom Products,11/24/2020,https://ca.linkedin.com/jobs/view/hess-manager-at-kik-custom-products-2320645837?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=20&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Legal Counsel (Insurance Lawyer),TD,11/25/2020,https://ca.linkedin.com/jobs/view/legal-counsel-insurance-lawyer-at-td-2304902665?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=21&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Organizational Development and Wellness Manager - Toronto,Covenant House Toronto,11/27/2020,https://ca.linkedin.com/jobs/view/organizational-development-and-wellness-manager-toronto-at-covenant-house-toronto-2323728994?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=22&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Manager, People Operations—International; CAD",Change Healthcare,11/4/2020,https://ca.linkedin.com/jobs/view/manager-people-operations%E2%80%94international-cad-at-change-healthcare-2275943200?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=23&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Unit Claims Manager, Auto",Intact,11/27/2020,https://ca.linkedin.com/jobs/view/unit-claims-manager-auto-at-intact-2323581280?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=24&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Director Of Business Operations,owl.co,11/24/2020,https://ca.linkedin.com/jobs/view/director-of-business-operations-at-owl-co-2298690529?refId=d91c9803-b063-45c8-8511-d4d9400e2b61&position=25&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Medical Assessments Quality Assurance Coordinator,Lifemark Health Group,11/1/2020,https://ca.linkedin.com/jobs/view/medical-assessments-quality-assurance-coordinator-at-lifemark-health-group-2323446909?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=1&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Program Planning & Control Manager - C3 Program - Brampton, ON",MDA,11/25/2020,https://ca.linkedin.com/jobs/view/program-planning-control-manager-c3-program-brampton-on-at-mda-2303385883?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=2&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
AZ Delivery Driver for Local Runs in Ontario - $23 - $2...,Regis and Smith,11/24/2020,https://ca.linkedin.com/jobs/view/az-delivery-driver-for-local-runs-in-ontario-%2423-%242-at-regis-and-smith-2320987483?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=3&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
OPERATIONS REPORTING ANALYST,Allstate Canada,11/12/2020,https://ca.linkedin.com/jobs/view/operations-reporting-analyst-at-allstate-canada-2304427428?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=4&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Senior Business Advisor, Strategy - Temporary",Workplace Safety and Insurance Board (WSIB),11/27/2020,https://ca.linkedin.com/jobs/view/senior-business-advisor-strategy-temporary-at-workplace-safety-and-insurance-board-wsib-2324305070?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=5&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Claims Client Care Advisor,Northbridge Financial Corporation,11/24/2020,https://ca.linkedin.com/jobs/view/claims-client-care-advisor-at-northbridge-financial-corporation-2320824243?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=6&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Law Clerk,Travelers,11/10/2020,https://ca.linkedin.com/jobs/view/law-clerk-at-travelers-2300443568?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=7&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Human Resources Generalist,Lafarge Canada,11/17/2020,https://ca.linkedin.com/jobs/view/human-resources-generalist-at-lafarge-canada-2286326323?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=8&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
"Client Manager, Business Insurance",NFP,11/27/2020,https://ca.linkedin.com/jobs/view/client-manager-business-insurance-at-nfp-2308345606?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=9&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Underwriting Specialist,Zurich Insurance Company Ltd,11/23/2020,https://ca.linkedin.com/jobs/view/underwriting-specialist-at-zurich-insurance-company-ltd-2204995083?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=10&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Assistant Administrator,iA Financial Group (Industrial Alliance),11/19/2020,https://ca.linkedin.com/jobs/view/assistant-administrator-at-ia-financial-group-industrial-alliance-2291657884?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=11&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Actuarial Analyst ,Randstad Canada,11/6/2020,https://ca.linkedin.com/jobs/view/actuarial-analyst-at-randstad-canada-2285539412?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=12&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
AZ Delivery Driver for Local Runs in Ontario - $23 - $25 an hour,K Trucklines Inc,11/24/2020,https://ca.linkedin.com/jobs/view/az-delivery-driver-for-local-runs-in-ontario-%2423-%2425-an-hour-at-k-trucklines-inc-2321123592?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=13&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Occupational Health Nurse,Belcan,11/25/2020,https://ca.linkedin.com/jobs/view/occupational-health-nurse-at-belcan-2322062973?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=14&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
Bilingual Automotive Mechanical Adjuster(s),Sym-Tech Dealer Services,11/24/2020,https://ca.linkedin.com/jobs/view/bilingual-automotive-mechanical-adjuster-s-at-sym-tech-dealer-services-1990162903?refId=5dec167e-151e-4e61-9c81-ed094ca6bc00&position=15&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Finance,insurance and claims,Full Time
